Product,Year,Aldi.Price,Aldi.Weight,Aldi.Price/Weight,Aldi.Natural,Aldi.Comment,Kroger.Price,Kroger.Weight,Kroger.Price/Weight,Kroger.Natural,Kroger.Comment,Publix.Price,Publix.Weight,Publix.Price/Weight,Publix.Natural,Publix.Comment,Walmart.Price,Walmart.Weight,Walmart.Price/Weight,Walmart.Comment
"Chicken Breasts, frozen",2025,$5.49,3 lbs,,,Kirkwood,$8.99,3 lbs,,,Kroger; best price seen: 5.99 w/ card,$6.49,32 oz,,,Publix,$6.98,3 lbs,,Great Value
"Chicken Nuggets, frozen",2025,$3.99,32 oz,,,Kirkwood,$3.79,13.25 oz,,,Tyson's; best price seen: 2.49 w/ card,$5.99,29 oz,,,Perdue,$4.47,29 oz,,Great Value
"Chicken Tenderloins, frozen",2025,$5.99,2.5 lbs,,,Kirkwood,$8.99,3 lbs,,,"Kroger, best price seen: 5.99 w/ card",$6.99,32 oz,,,Cookin' Good,$6.98,3 lbs,,Tyson
"Chips, potato chips",2025,$1.49,11 oz,,,"Clancy's, assorted",$2.99,11 oz,,,"Lay's, assorted flavors; best price seen: 1.88 w/ card",$2.59,8 oz,,,"Publix, assorted styles and flavors",$2.68,10.5 oz,,"Lay's, assorted flavors"
Chocolate Chip Cookie Dough,2025,$1.99,16 oz,,,"Buehler's, makes 24 cookies",$2.19,16.5 oz,,,"Kroger, makes 24 cookies; best price seen: 1.79 w/ card",$2.59,16 oz,,,"Publix, makes 24 cookies, brake-and-bake style",$2.18,16.5 oz,,Great Value [Pillsbury: 2.58]
Cocoa Rice Cereal,2025,$1.69,11 oz,,,Millville,$1.99,15 oz,,,Kroger; best price seen: 3 for $5 w/ card,$2.75,15 oz,,,"Publix, ""Cocoa Crisp""",$2.00,13.75 oz,,Great Value
Coconut Milk,2025,,,,,,$2.29,13.5 oz,,,Goya,$1.49,13.5 fl oz,,,Conchita,$1.58,13.5 fl oz,,Grace
Coffee,2025,$4.99,17.6 oz,,,"Grandessa, German Roasted, mild or regular",$4.19,11.5 oz,,,"Kroger, breakfast blend; best price seen: 3.29 w/ card",$5.99,11 oz,,,"Eight O'Clock, various roasts / flavors",$4.98,12 oz,,"8 O'Clock Coffee, Original or Colombian"
"Cold Cuts, ham or chicken",2025,$3.29,1 lb,,,"Lunch Mate, ham, chicken or turkey",$3.79,16 oz,,,"Kroger (""Deli Style""), ham, chicken or turkey; best price seen: 2.99 w/ card",$4.99,1 lb,,,"Publix, ham or turkey, assorted flavors",$3.98,1 lb,,LandO'Frost
"Cold Cuts, turkey variety",2025,,,,,,$3.69,12 oz,,,"Butterball, 16 slices; best price seen: 2.00 w/ card",$3.29,12 oz,,,Oscar Mayer,,,,
"Corn Flakes, regular",2025,$1.69,18 oz,,,Millville,$0.99,14 oz,,,Kroger Value,$2.29,18 oz,,,Publix,$1.88,18 oz,,Great Value
"Corn Flakes, sugar frosted",2025,$1.79,17 oz,,,Millville,$1.25,8 oz,,,Kroger Value,$2.89,17 oz,,,Publix,$2.48,23 oz,,Great Value
Cottage Cheese,2025,$1.99,24 oz,,,"Friendly Farms, regular or low fat",$1.69,16 oz,,,"Kroger, small or large curd, low fat and fat free; best price seen: 1.25 w/ card",$2.55,24 oz,,,"Publix, small curd, large curd, low fat or fat free",$2.78,24 oz,,"Great Value, small & large curd, reg or fat free"
Cream Cheese,2025,$1.19,8 oz,,,"Happy Farms (regular), Fit & Active (low fat, Neufchatel)",$1.00,8 oz,,,Kroger,$0.99,8 oz,,,"Publix, regular or low fat (Neufchatel)",$1.98,8 OZ,,Great Value
"Cream, heavy whipping",2025,,,,,,$2.39,1 pt,,,Naturally Preferred; best price seen: 1.99 w/ card,$1.89,8 fl oz,,,Publix,$2.18,8 fl oz,,"Mayfield, 236 ml"
Croissants,2025,$2.49,10 oz,,,"L'oven Fresh, 10 ct, mini butter croissants",$3.99,4 ct,,,Kroger Luxury; best price seen: 3.49 w/ card,2.39,4 oz,,,"Publix Bakery, 2 ct, all butter",$3.00,12 oz,,"The Bakery at Walmart, 6 ct"
"Eggs, cage free",2025,,,,,,$2.19,dozen,,,"Private Selection, large brown, regular section",$3.39,dozen,,,"4-Grain, large, brown, grade A",$3.18,dozen,,"Great Value, large brown, Grade A"
"Eggs, regular",2025,$1.09,dozen,,,"Goldhen, grade A large, white",$1.89,dozen,,,"Kroger, large white; best price seen: 1.18 w/ card",$1.99,dozen,,,"Publix, large, white, grade A",$1.88,dozen,,"Sunny Meadow, large white, Grade A"
"Fish 1, frozen (flounder)",2025,$3.99,16 oz,,,"Sea Queen, 4 fillets (wild caught)",$5.99,12 oz,,,"Kroger, 3 fillets, wild caught; best price seen: 3.99 w/ card",$7.99,12 oz,,,"Publix, 3 fillets",$5.27,2 lbs,,No name/ Walmart generic; Walmart fish is Chinese. There have been health concerns with Chinese fish in the past.
"Fish 2, frozen (tilapia)",2025,$4.49,24 oz,,,"Tilapia, Sea Queen, 6 fillets",$5.99,12 oz,,,Kroger; best price seen: 4.39 w/ card,$8.99,24 oz,,,"Publix, 6 fillets",$4.48,16 oz,,"Tilapia, No name/Walmart generic; also see note above"
"Fish 3, frozen (mahi mahi and/or other)",2025,$3.99,24 oz,,,"Mahi Mahi, Sea Queen, 4 fillets (wild caught)",$9.99,12 oz,,,Kroger; best price seen: 8.79 w/ card,$7.99,32 oz,,,"Publix, Whiting, app. 8 fillets",$4.94,16 oz,,No name/ Walmart generic
"Flour, all purpose",2025,$1.59,5 lbs,,,"Baker's Corner, enriched and bleached",$2.79,5 lbs,,,"Kroger, bleached or unbleached; best price seen: 2.39 w/card",$2.29,5 lbs,,,"Publix, bleached and unbleached",$1.96,5 lbs,,"Great Value, enriched, bleached & pre-sifted"
"Flour, self rising",2025,$1.59,5 lbs,,,"Baker's Corner, enriched and bleached",$2.79,5 lbs,,,"Kroger, bleached; best price seen: 2.39 w/card",$2.29,5 lbs,,,"Publix, bleached",$2.48,5 lbs,,"Great Value, enriched, bleached & pre-sifted"
"French Fries, frozen",2025,$1.89,32 oz,,,Season's Choice,$1.99,32 oz,,,"Kroger, various cuts; best price seen: 1.79 w/ card",$2.99,32 oz,,,"Publix, original, crinkle cut or seasoned",$1.97,32 oz,,"Great Value, assorted cuts"
"Fruit 1, frozen (strawberries)",2025,$1.99,16 oz,,,"Season's Choice, strawberry or mixed fruit",$2.99,16 oz,,,"Private Selection, pineapple, strawberries or smoothie blend; best price seen: 1.69 w/ card",$2.39,16 oz,,,"Publix, strawberries, whole",$2.33,16 oz,,"Great Value, strawberries"
"Fruit 2, frozen (cherries and/or other)",2025,$2.99,16 oz,,,"Season's Choice, raspberries or ""Triple Berry Blend""",$4.59,16oz,,,"Private Selection, cherries; best price seen: 2.88 w/ card",$3.29,12 oz,,,"Publix, cherries",$3.23,12 oz,,"Great Value, blueberries"
"Granola Bars, high fiber",2025,$1.89,7 oz,,,"Millville, 6 bars, chocolate or peanut butter",$2.39,7 oz,,,"Active Lifestyle, 5 bars, best price seen: 3 for $5",$3.19,7 oz,,,"Publix, 5 bars, assorted flavors; best price seen: 2.19",$2.98,7 oz,,"Fiber One, 5 bars, chocolate, peanut butter or caramel"
"Granola Bars, regular",2025,$1.59,8.4 oz,,,"Millville, 10 bars, assorted flavors",$2.39,6.7 oz,,,"Quaker, 10 bars, chewy, assorted flavors; best price seen: 1.67 w/ card",$2.59,8.4 oz,,,"Publix, 10 bars, chocolate chip",$2.18,6.7 oz,,"Quaker, 10 bars, assorted flavors"
"Grapes, red",2025,$2.99,2 lbs,,,"King Fresh, Produce Kountry and other growers, seedless",$1.99,per lb,,,"various growers, seedless; best price seen: 1.48 w/ card",$1.49,per lb,,,From Chile,$1.88,per lb,,
"Green Beans, canned",2025,$0.59,14.5 oz,,,"Happy Harvest, French style or cut",$0.69,14.5 oz,,,"Kroger, whole, cut or French style; best price seen: 0.50 w/card",$0.79,14.5 oz,,,"Publix, original, Italian or French cuts and no salt added",$0.68,14.5 oz,,"Great Value, French style or cut"
"Ground Beef (chuck, 80/20)",2025,$2.89,per lb,,,All natural,$2.79,1 lb,,,"Kroger, 80/20, plastic roll",$3.99,per lb,,,Publix,$3.28,1 lb,,"Steak House, plastic roll"
"Ground Beef (sirloin, 90/10)",2025,$3.49,per lb,,,All natural,$4.59,per lb,,,"Kroger, 90/10",$4.99,per lb,,,Publix Fresh,$4.18,per lb,,"Steak House, 93/7"
"Ground Beef, frozen",2025,$2.79,1 lb,,,"No name, 85%, all natural",$10.99,3 lbs,,,"Kroger, chuck; best price seen: 9.99 w/ card",,,,,,$2.88,1 lb,,80%
Ground Turkey,2025,$2.99,19.2 oz,,,"Fit & Active, Prestage Farms",$2.26,19.2 oz,,,"Kroger, 85/15; best price seen: 1.35 w/ card",$4.39,16 oz,,,Plainville Farms,$2.33,16 oz,,"Butterball, plastic roll"
"Ground Turkey, frozen",2025,$1.69,1 lb,,,Kirkwood,$4.99,1 lb,,,Honeysuckle White,,,,,,$2.88,1 lb,,Jennie-O
"Ham, boneless",2025,$2.99,per lb,,,"Appleton, sliced, packaged at 2 lbs, 1/4 ham",$6.39,24 oz,,,Hormel,$3.99,per lb,,,"Hormel, ""dinner ham,"" quarters",$3.38,per lb,,"Kentucky Legend, original or honey, packaged at 3-4 lbs"
Honey,2025,$4.49,24 oz,,,"Berry Hill, clover honey, all natural, 100% pure",$5.78,32 oz,,,"Kroger Value, pure honey",$9.49,48 oz,,,"North American, (3 lbs)",$4.98,24 oz,,"Great Value, clover honey"
Honey Crunch Oats,2025,$1.89,16 oz,,,Millville,$2.49,14.5 oz,,,"Kroger (""Honey Crisp Medley""); best price seen: 1.88 w/ card",$2.85,14.5 oz,,,"Publix, ""honey & oats""",$1.98,18 oz,,"Great Value (""Crunch Honey Oast"")"
Hot Dog Buns,2025,$0.99,12 oz,,,"L'oven Fresh, 8 ct",$1.39,8 ct,,,Kroger; best price seen: 0.88 w/ card,$0.99,13 oz,,,"Publix, 8 ct",$1.25,12 oz,,"Great Value, 8 ct"
"Hot Dogs, beef",2025,$2.29,16 oz,,,"Parkview, 8 ct",$5.29,,,,"Ball Park, 8 ct",$3.59,16 oz,,,"Publix, ""Jumbo Beef Franks,"" 8 ct",,,,
"Ice Cream, premium",2025,$2.49,1.75 qt,,,"Belmont, assorted flavors",$5.49,48 fl oz,,,"Private Selection, 1.5 qt, assorted flavors; best price seen: 2.50 w/ card",$4.59,0.5 gal,,,"Publix Premium, assorted natural flavors",$3.38,1.5 qt,,"Great Value, assorted flavors"
"Ice Cream, simple",2025,$1.99,0.5 gal,,,"Sundae Shoppe, assorted flavors",$1.50,1.25 qt,,,"Kroger Value, assorted flavors",$2.99,0.5 gal,,,"Publix, vanilla, chocolate, Neapolitan",$1.98,1.75 qt,,"Polar Treats, assorted flavors"
"Jalopeño Peppers, canned",2025,$1.19,12 fl oz,,,"Tuscan Garden, rings, hotor mild",$1.34,12 oz,,,"La Costeña, sliced; best price seen: 1.29 w/ card",$2.49,26 oz,,,"La Costeña, whole",$0.86,13.4 oz,,"Great Value, whole"
Ketchup,2025,$1.49,40 oz,,,Burman's,$1.29,36 oz,,,"Kroger Value, best price seen: 1.15",$1.99,36 oz,,,Publix,$1.24,35 oz,,Hunt's
Kielbasa,2025,$1.99,16 oz,,,Parkview,$2.97,16 oz,,,Kroger; best price seen: 2.50 w/ card,$3.49,16 oz,,,Carolina Pride,$2.78,16 oz,,Hillshire Farm
Lemons,2025,$1.99,2 lbs,,,Various growers,$3.49,2 lbs,,,various growers; best price seen: 2.99 w/ card,1.99,for 3,,,"Sunkist, app. 12 oz",$1.98,2 lbs,,Various growers
"Lettuce, iceberg",2025,$0.99,head,,,Capurro and other growers,$1.25,head,,,"various growers, iceberg",$1.69,head,,,Various growers,$1.18,head,,Fresh from Florida and other growers
"Mandarin Oranges, canned",2025,$0.49,11 oz,,,Sweet Harvest,$1.00,11 oz,,,"Kroger, best price seen: 3/1.00",$0.97,11 oz,,,Publix,$0.78,11 oz,,Great Value
Margarine/Spread,2025,$0.99,16 oz,,,"Countyside Creamery (""Tastes Like Butter"")",$1.49,15 oz,,,"Kroger (""Butter It's Not""); best price seen: 1.00 w/ card",$2.47,15 oz,,,"I Can't Believe It's Not Butter, original, olive oil or light",$1.48,15 oz,,"Blue Bonnet, regular or light"
Mayonnaise,2025,$2.19,30 fl oz,,,Burman's,$2.99,32 oz,,,"Kroger, 'Classic' and 'Lite'; best price seen: 2.29 w/ card",2.79,32 oz,,,Sauer's,$2.92,32 fl oz,,"Great Value, regular or light"
Milk,2025,$1.99,1 gal,,,"Friendly Farms, whole, 2% or non fat",$3.19,1 gal,,,"Kroger, whole, 2% or non fat; best price seen: 2.99 w/ card",$3.39,1 gal,,,"Publix, whole, 2%, 1% or fat free; best price seen: $2.99",$2.98,1 gal,,"Great Value, Vitamin D, 2%, 1%"
Milk Chocolate Bar,2025,$1.49,5.29 oz,,,"Choceur, Austrian",$2.49,3.5 oz,,,"Lindt, Swiss; best price seen: 2.00 w/ card",$2.59,3.5 oz,,,"Lindt, Swiss, ""Extra Creamy""",$2.23,4.4 oz,,Lindt
"Milk, organic",2025,,,,,,$3.79,0.5 gal,,,"Simple Truth Organic, whole, 2% and fat free; best price seen: 2.99 w/ card",$3.89,2 qt,,,"Publix GreenWise, reduced fat and fat free",$3.38,2 qt,,"Great Value, Vitamin D, 2%, fat free"
"Mushrooms, Button, whole",2025,$0.99,8 oz,,,Freshire Farms,$1.99,8 oz,,,Fresh Select; best price seen: 1.50 w/ card,$2.50,8 oz,,,Publix,$3.48,16 oz,,Monterey
"Mushrooms, stems/pieces",2025,$0.59,4 oz,,,Happy Harvest,$0.99,7 oz,,,"Kroger, reg. and no salt added, dry weight 4 oz; best price seen: 0.69 w/ card",$1.59,13.25 oz,,,"Publix, dry weight 8 oz",$0.98,4 oz,,Great Value
"Mustard, dijon",2025,$0.99,12 oz,,,Burman's,$1.49,12 oz,,,Kroger; best price seen: 0.88 w/ card,1.69,12 oz,,,Publix,$2.92,10 oz,,Grey Poupon
"Mustard, yellow",2025,$0.69,14 oz,,,Burman's,$1.49,24 oz,,,Kroger; best price seen: 0.71 w/ card,1.15,16 oz,,,Publix,$0.84,16 oz,,Great Value
Nutella,2025,,,,,,$3.99,13 oz,,,Real Nutella; best price seen: 3.39 [Kroger brand 2.99/13oz; best price seen: 2.39 w/ card],$3.99,13 oz,,,Nutella,$3.28,13 oz,,Nutella
Oat Meal,2025,$1.49,15.1 oz,,,"Millville, 10 packets, maple & brown sugar, also as variety pack",$1.50,12.6 oz,,,"Active Lifestyle, assorted flavors; best price seen: 1.25 w/ card",$1.50,11.8 oz,,,"Publix, 12 packets (original); same price but 10 packs: variety pack, maple & brown sugar, cinnamon & spice, apple & cinnamon",$1.68,15 oz,,"Great Value, 10 packets, assorted flavors, also as variety pack"
"Oil, Canola, 100% pure",2025,$2.69,48 fl oz,,,Carlini,$2.99,48 fl oz,,,Kroger,$3.85,48 fl oz,,,Publix,$3.58,48 fl oz,,Great Value
"Oil, Olive, 100% pure",2025,$2.99,16.9 fl oz,,,Carlini,$7.89,34 fl oz,,,Kroger; best price seen: 6.69 w/ card,$9.39,34 fl oz,,,Publix,$4.88,25.5 fl oz,,Great Value
"Oil, Olive, extra virgin",2025,$3.49,16.9 fl oz,,,Carlini,$8.29,34 fl oz,,,Kroger; best price seen: 7.09 w/ card,$9.99,34 fl oz,,,Publix,$5.58,17 fl oz,,Great Value
"Onions, yellow",2025,$1.69,3 lbs,,,Various growers,$2.29,3 lbs,,,Kroger Value,$2.99,3 lbs,,,Publix,$3.48,3 lbs,,Basin Gold
"Orange Juice, not from concentrate",2025,$2.39,2 qt,,,Nature's Nectar,$3.49,59 fl oz,,,Florida's Natural,$2.99,59 fl oz,,,"Publix Premium, 1.8 qt",$2.12,2 qt,,Great Value (1.85 qt)
Oranges,2025,$2.99,4 lbs,,,"Various growers, navel",$6.99,8 lbs,,,"various growers, navel",$3.49,4 lbs,,,"Various growers, Florida",$4.98,4 lbs,,"Various growers, navel"
"Pancetta or Ham, diced",2025,,,,,,$5.79,4 oz,,,"Private Selection or Boar's Head, deli section",?,8 oz,,,"Cumberland Gap, diced ham",$3.18,4 oz,,Fiorucci
Paper Towles,2025,$5.99,8 rolls,,,"Boulder, 2-ply, 416 sheets total",$0.70,1 roll / 60 sheets,,,"Kroger Value, 2-ply; best price seen: 0.58 w/ card",$1.33,1 roll/105 sheets,,,"Publix, (= 3 for $4)",$5.97,8 rolls,,"Sparkle, 2-ply, 384 sheets total"
"Pasta, Egg Noodles",2025,$0.99,12 oz,,,Reggano,$1.50,16 oz,,,Kroger Value,$1.79,16 oz,,,"Publix, extra wide, wide, medium and fine",$1.68,16 oz,,Great Value
"Pasta, Ellbow Maccaroni",2025,$1.69,32 oz,,,Reggano,$0.88,16 oz,,,Kroger Value,$0.99,16 oz,,,Publix,$2.82,48 oz,,Great Value
"Pasta, Penne Rigate",2025,$0.99,16 oz,,,Reggano,$1.39,12 oz,,,"Kroger, whole wheat, whole grain; best price seen: 1.19 w/ card",$0.99,16 oz,,,"Mueller's, whole grain",$1.08,13.25,,Great Value
"Pasta, Rotini/Rotelle/Fusilli",2025,$1.49,16 oz,,,"Priano, premium fusilli",$1.39,13.25 oz,,,"Kroger, whole grain; best price seen: 1.49 w/ card",$0.99,16 oz,,,Ronzoni,$1.08,13.25,,Great Value
"Pasta, Spaghetti",2025,$1.59,32 oz,,,Reggano,$0.88,16 oz,,,Kroger Value,$0.99,16 oz,,,Publix,$1.88,32 oz,,Great Value
Peanut Butter,2025,$2.29,18 oz,,,"BerryHill, creamy and crunchy",$2.79,18 oz,,,"Kroger, creamy, crunchy and honey roasted; best price seen: 1.25 w/ card",$3.29,18 oz,,,"Publix or Peter Pan, crunchy and creamy",$2.56,18 oz,,Great Value
"Peanuts, roasted",2025,$2.69,16 oz,,,Southern Grove,$2.64,16 oz,,,"Kroger, best price seen: 2.19 w/ card",$2.99,16 oz,,,"Publix, unsalted, lightly salted or salted",$2.88,16 oz,,Great Value
Pears,2025,$1.99,2 lbs,,,,$1.39,per lb,,,"Bosc, Bartlett",$0.99,per lb,,,Bosc,$1.77,per lb,,"Bosc, Bartlett"
"Pepper, black, ground",2025,$1.99,4 oz,,,"Spice Club, pure ground",$3.99,4 oz,,,"Kroger, pure ground; best price seen: 1.99 w/ card",$2.49,4 oz,,,"Publix, pure ground",$2.82,4 oz,,"Great Value, pure ground"
Pizza Dough,2025,?,,,,,$2.99,11 oz,,,"Pillsbury, thin or regualr crust; best price seen: 1.25 w/ card",$2.79,13.8 oz,,,"Pillsbury, ""Pizza Crust,"" pop-open roll; best price seen: 3 for $6",$2.24,13.8 oz,,Pillsbury
"Pizza, frozen (premium)",2025,$3.89,32.7 oz,,,"Mama Cozzi's, self-rising crust, pepperoni or supreme",$3.67,21.6 oz,,,"Tombstone, assorted flavors; best price seen: 2.69 w/card",$5.89,28 oz,,,"Publix Premium, assorted toppings, (weights vary)",$4.25,28.3 oz,,"Great Value, rising crust, assorted styles"
"Pizza, frozen (simple)",2025,$1.99,21.1 oz,,,"Mama Cozzi's, pepperoni, sausage, combo, extra cheese or deluxe",$2.99,21.5 oz,,,"Kroger, extra cheese, supreme or pepperoni; best price seen: 2.50 w/ card",$3.99,22 oz,,,"Publix, 4 cheeses, pepperoni or supreme",$3.33,20 oz,,"Red Baron (""Classic Crust"")"
Plastic Wrap,2025,$1.49,200 sq ft,,,Boulder,$1.99,200 ft,,,Kroger; best price seen: 1.50 w/ card,$2.69,200 sq ft,,,Publix,$1.53,200 sq ft,,Glad
"Pork Tenderloin, small",2025,$3.99,per lb,,,"Roseland, packaged at about 1.5 lbs",$4.27,per lb,,,"Kroger, total weight: 1-2 lbs; best price seen: 1.99 w/ card",$6.49,per lb,,,"Publix, packaged at 1-2 lbs",$3.98,per lb,,"Tyson, packaged at around 3 lbs"
"Potatoes, gold (Yukon)",2025,$2.99,5 lbs,,,Del Monte,$5.99,5 lbs,,,Kroger Fresh,$4.99,5 lbs,,,Publix,$4.47,5 lbs,,Various growers
"Potatoes, red",2025,$2.49,5 lbs,,,"Freshire Farms, Del Monte",$3.49,5 lbs,,,Kroger,$4.69,5 lbs,,,Publix,$2.97,5 lbs,,Various growers
"Potatoes, Russet",2025,$2.89,5 lbs,,,"Freshire Farms, Del Monte",$3.29,5 lbs,,,Kroger Fresh; best price seen: 1.98 w/ card,$2.99,5 lbs,,,Publix,$4.47,5 lbs,,Various growers
"Preserves, strawberry",2025,$1.59,18 oz,,,"Berry Hill, strawberry",$2.49,18 oz,,,"Kroger, strawberry and peach; best price seen: 1.69 w/ card",$2.29,18 oz,,,"Publix, not Jelly, (other flavors = different price)",$2.08,18 oz,,"Great Value, strawberry"
Pretzels,2025,$1.29,16 oz,,,"Clancys, mini & sticks",$1.67,15 oz,,,"Kroger, sticks or twists; best price seen: 1.00 w/ card",$1.99,16 oz,,,"Publix, mini twist, large twist, pretzel sticks",$2.98,16 oz,,"Snyder's, mini or sticks"
Red Cabbage,2025,,,,,,$1.79,16 oz,,,Aunt Nellie's; best price seen: 1.69 w/ card,$1.69,16 oz,,,Aunt Nellie's,,,,
"Ribs, Baby Back (pork, unseasoned)",2025,$3.49,per lb,,,"Roseland, packaged at about 3-5 lbs",$3.99,per lb,,,; best price seen: 2.99 w/ card,,,,,,$3.98,per lb,,Tyson
"Ribs, Spare Back (pork, unseasoned)",2025,?,,,,,$2.99,per lb,,,,,,,,,$2.98,per lb,,Tyson
"Rice, instant, white",2025,$2.49,28 oz,,,"Rice Bowl, enriched",$1.49,14 oz,,,"Kroger, enriched",$2.79,28 oz,,,Publix,$2.48,28 oz,,"Great Value, enriched"
"Rice, regular",2025,$1.69,3 lbs,,,"Rice Bowl, enriched, long grain white",$2.98,5 lbs,,,Kroger Value,$2.79,3 lbs,,,Publix,$1.28,2 lbs,,"Great Value, enriched, long grain white"
Salad Dressing,2025,$1.39,16 fl oz,,,"Fit & Active (reduced fat), various types; Tuscan Garden (regular), Ranch",$1.67,16 fl oz,,,"Kroger, assorted flavors; best price seen: 1.18 w/ card",$1.67,16 fl oz,,,"Publix, assorted flavors",$1.66,16 fl oz,,"Great Value, assorted flavors"
"Salami, sliced",2025,$2.79,8 oz,,,"Deli Premium, hard or Genoa salami",$2.74,8 oz,,,Kroger; best price seen: 2.99 w/ card,$5.39,10 oz,,,Publix Deli,$2.48,4.5 oz,,"Hormel or Fiorucci, deli section"
"Salami, whole (1)",2025,,,,,,$8.99,10.5 oz,,,"Boar's Head, Genoa Salame, deli section",$5.99,7 oz,,,"Boar's Head, ""Italian Dry Salame""",$3.98,7 oz,,"Daniele, assorted varieties"
"Salami, whole (2)",2025,,,,,,$7.99,10 oz,,,"Columbus, Italia Dry Salame, deli section",$7.89,10.5 oz,,,"Boar's Head, ""Genoa Salame""",,,,
"Salsa, medium",2025,$1.49,24 oz,,,Casa Mamita,$2.69,26 oz,,,Kroger; best price seen: 1.79 w/ card,$1.87,16 oz,,,"Publix, all natural",$1.98,24 oz,,Great Value
"Salt, iodized",2025,$0.35,26 oz,,,"Stonemill, iodized",$0.47,26 oz,,,"Kroger, iodized",$0.38,26 oz,,,Publix,$0.72,26 oz,,"Morton, iodized"
"Soda, bottle",2025,$0.69,2 L,,,"Summit, Citrus Twist or GT Cola",$0.88,2 L,,,"Big K, assorted flavors; best price seen: 0.79 w/ card",$0.89,2 L,,,"Publix, assorted flavors, including cola,organe and root beer",$1.38,2 L,,"Pepsi, 7up, Dr. Pepper, etc."
"Soda, bottle (Coke product)",2025,,,,,,$1.67,2 L,,,Coca Cola; best price seen: 1.25 w/ card,$1.89,2 L,,,Coca Cola; best price seen: 2 for $3,$1.38,2 L,,"Coca-Cola, etc."
"Soda, can",2025,$2.29,12 pack,,,"Summit, GT Cola, Mountain Frost and other flavors",$2.77,12 pack,,,"Big K, assorted flavors, 4.25L; best price seen: 1.83 w/ card",$2.99,12 pack,,,"Publix, cola, lemon lime or ginger ale",$3.98,12 pack,,"7up, Dr. Pepper, A&W Root Beer,etc."
"Soda, can (Coke product)",2025,,,,,,$4.99,12 pack,,,"Coca Cola, 4.26 L; best price seen: 3.00 w/ card",$4.99,12 pack,,,Coca Cola,$3.98,12 pack,,"Coca-Cola, etc."
"Soup, Chicken Noodle, condensed",2025,$0.59,10.5 oz,,,Chef's Cupboard,$0.67,10.5 oz,,,"Kroger, best price seen: 0.50 w/ card",$0.59,10.5 oz,,,Publix,$0.64,10.5 oz,,Great Value
"Soup, Chicken Noodle, regular",2025,$1.39,18.6 oz,,,Fit & Active,$1.87,18.6 oz,,,"Kroger, chunky; best price seen: 1.25 w/ card",$1.99,18.6 oz,,,Publix,$1.48,18.5 oz,,"Progresso, light"
"Soup, organic",2025,,,,,,$2.98,14.5 oz,,,"Amy's Organic Soups, assorted flavors with meat; best price seen: 2.00 w/ card",$2.19,14.8 oz,,,"Muir Glen, assorted falvors; best price seen: 3 for $5",$1.98,14.5 oz,,"Amy's, assorted flavors"
"Soup, Tomato, condensed",2025,$0.49,10.75 oz,,,Chef's Cupboard,$1.09,10.75 oz,,,Kroger; best price seen: 0.49 w/ card,$0.59,10.75,,,Publix,$0.64,10.75 oz,,Great Value
"Soup, Tomato, regular",2025,,,,,,$2.07,19 oz,,,"Progresso, tomato basil",$2.29,19 oz,,,"Progresso, ""Tomato Basil""",$1.48,19 oz,,"Progresso (""creamy tomato basil"")"
Sour Cream,2025,$1.29,16 oz,,,"Friendly Farms, regular or light",$1.54,16 oz,,,"Kroger, original, reduced fat, fat free and all natural; best price seen: 1.00 w/ card",$2.59,24 oz,,,"Publix, regular (light and fat free available in 16oz size)",$1.58,16 oz,,"Great Value, regular, light or fat free"
Spaghetti Sauce,2025,$1.19,24 oz,,,"Reggano, traditional, meat or mushroom",$1.27,26 oz,,,"Kroger, assorted flavors; best price seen: 1.00 w/ card",$1.35,26 oz,,,"Publix, assorted flavors",$1.33,26 oz,,"Great Value, assorted flavors"
"Sugar, brown",2025,$1.49,32 oz,,,Baker's Corner,$2.19,32 oz,,,Kroger; best price seen: 1.49 w/ card,$1.09,16 oz,,,"Publix, light brown",$1.88,32 oz,,Great Value
"Sugar, powdered",2025,$1.49,32 oz,,,Baker's Corner,$2.19,32 oz,,,Kroger; best price seen: 1.49 w/ card,$1.90,16 oz,,,Publix,$1.88,32 oz,,Great Value
"Sugar, white",2025,$2.19,4 lbs,,,Baker's Corner,$2.58,4 lbs,,,Kroger Value,$3.49,5 lbs,,,Publix,$2.88,5 lbs,,Great Value
"Syrup, breakfast",2025,$1.59,24 fl oz,,,"Aunt Maple's, regular or lite",$1.98,24 fl oz,,,Kroger Value,$2.59,24 fl oz,,,"Publix, pancake and butter maple, also lite",$1.98,24 fl oz,,"Great Value, regular, butter flavor, light, sugar free"
"Tea, green, bags",2025,$1.19,1.5 oz,,,"Benner, 24 Bags",$2.49,3.75 oz,,,"Kroger, 48 bags; best price seen: 2.19 w/ card",$3.39,1.83 oz,,,"Salada, 40 bags",$2.18,0.91 oz,,Bigelow
Tomato Paste,2025,$0.39,6 oz,,,Happy Harvest,$0.59,6 oz,,,Kroger; best price seen: 0.45 w/ card,$0.60,6 oz,,,"Publix, (= 5 for $3)",$0.44,6 oz,,Great Value
Tomato Sauce,2025,$0.29,8 oz,,,Happy Harvest,$0.33,8 oz,,,Kroger; best price seen: 0.25 w/ card,$0.65,15 oz,,,"Publix, (= 2 for 1.29)",$0.34,8 oz,,Great Value
"Tomatoes, slicer",2025,$1.59,24 oz,,,"Various growers, 3ct",$1.99,per lb,,,"various growers, on vine",$1.69,per lb,,,"Various growers, ""premium tomatos""",$1.74,per lb,,Slicer tomatoes
